,x,y,target
699,-59.653446,-14.8626585,talk.religion.misc
700,26.797228,21.571266,sci.space
701,-6.9139075,-0.5062919,talk.religion.misc
702,12.8120775,-54.77312,sci.space
703,-41.645405,33.592342,alt.atheism
704,32.173195,15.523751,comp.graphics
705,6.2735677,-13.538625,sci.space
706,-44.427868,-4.9730287,talk.religion.misc
707,16.051916,-46.38466,sci.space
708,25.601458,-32.960186,sci.space
709,55.711075,17.482075,comp.graphics
710,65.15248,12.257716,comp.graphics
711,-43.864635,41.79068,alt.atheism
712,-28.051622,14.391756,talk.religion.misc
713,-33.642296,12.65787,talk.religion.misc
714,13.33691,-13.324838,sci.space
715,60.728405,14.596112,comp.graphics
716,-12.509686,-9.212065,alt.atheism
717,34.20488,23.131502,comp.graphics
718,-39.24424,-18.291601,talk.religion.misc
719,17.871002,-9.094068,sci.space
720,27.790379,19.12865,comp.graphics
721,-40.733177,-17.054005,talk.religion.misc
722,58.008385,16.638247,comp.graphics
723,-34.060596,-8.285979,talk.religion.misc
724,22.2284,-28.569311,sci.space
725,-25.061,21.68117,alt.atheism
726,-19.605259,-10.000978,talk.religion.misc
727,50.16564,0.76334906,comp.graphics
728,-55.012524,-9.242015,talk.religion.misc
729,31.838789,-24.50405,sci.space
730,-24.62823,21.838968,alt.atheism
731,-43.090393,35.50069,alt.atheism
732,44.430393,3.3300164,comp.graphics
733,-56.85396,-5.9847827,alt.atheism
734,-43.85415,39.044243,alt.atheism
735,-43.273148,4.6851864,alt.atheism
736,18.02156,18.068655,comp.graphics
737,-7.876372,-3.9437814,talk.religion.misc
738,-24.164143,2.4986205,talk.religion.misc
739,-24.40232,-10.376468,talk.religion.misc
740,-39.40018,-24.898182,talk.religion.misc
741,44.086304,3.090553,comp.graphics
742,24.626842,13.611118,comp.graphics
743,6.6410804,-29.900871,sci.space
744,39.03213,6.463401,comp.graphics
745,17.319601,-35.20122,sci.space
746,-62.796604,-13.1511345,talk.religion.misc
747,-53.077923,-13.592219,alt.atheism
748,-41.16881,34.68136,alt.atheism
749,-33.559032,-18.000454,talk.religion.misc
750,-4.918907,3.069114,talk.religion.misc
751,15.450121,-29.807926,sci.space
752,-41.43083,20.080414,alt.atheism
753,10.231755,-21.998253,sci.space
754,-19.492691,34.070793,alt.atheism
755,10.693786,-0.052381165,sci.space
756,20.852201,27.19613,comp.graphics
757,7.683798,-28.127739,sci.space
758,-31.859121,8.7350445,alt.atheism
759,24.443533,23.29245,comp.graphics
760,-35.67623,-5.1745944,alt.atheism
761,-28.53252,-3.235145,talk.religion.misc
762,16.572577,-30.5426,sci.space
763,-46.659286,16.004272,alt.atheism
764,-60.35225,-4.267496,talk.religion.misc
765,-43.126984,38.302338,alt.atheism
766,-52.462227,0.8468694,alt.atheism
767,52.613625,6.5407395,comp.graphics
768,-50.39593,2.4873765,alt.atheism
769,-1.1541167,-44.589844,sci.space
770,-36.85345,4.8827057,alt.atheism
771,9.611969,-47.712063,sci.space
772,61.14144,12.35186,comp.graphics
773,-42.147533,16.364765,alt.atheism
774,21.229013,-31.511444,sci.space
775,56.882595,17.692652,comp.graphics
776,-23.961285,22.023134,alt.atheism
777,40.35092,-0.48751324,comp.graphics
778,-25.400312,8.4820175,alt.atheism
779,54.172413,1.3792932,comp.graphics
780,12.7700815,-8.987486,sci.space
781,-40.050537,13.179335,talk.religion.misc
782,16.431911,-23.059393,sci.space
783,39.44511,20.587023,comp.graphics
784,-40.536453,-6.9175873,talk.religion.misc
785,-53.195877,3.1507711,alt.atheism
786,-38.919422,10.20238,alt.atheism
787,-31.412605,25.844713,alt.atheism
788,27.2393,27.549086,comp.graphics
789,17.256405,-48.532265,sci.space
790,11.937693,22.230669,comp.graphics
791,22.015833,22.001282,comp.graphics
792,-56.78304,-12.956308,talk.religion.misc
793,-0.6365535,-12.594661,alt.atheism
794,-29.23967,5.3638363,alt.atheism
795,26.350273,-15.921205,sci.space
796,15.345926,-56.94022,sci.space
797,52.456207,9.267477,comp.graphics
798,-58.516796,-12.731129,talk.religion.misc
799,3.0337894,-46.39174,sci.space
800,-42.11491,-19.340786,talk.religion.misc
801,17.857718,-11.737905,sci.space
802,-5.426398,-38.826683,comp.graphics
803,-42.20024,28.111145,talk.religion.misc
804,13.601138,-46.09664,sci.space
805,3.7298799,-32.51115,sci.space
806,26.638775,-27.393917,sci.space
807,19.907993,-19.002666,sci.space
808,5.9217534,22.402126,comp.graphics
809,38.434814,11.894538,comp.graphics
810,-53.590015,-2.214998,alt.atheism
811,-38.024647,-25.922764,talk.religion.misc
812,9.448047,14.632833,comp.graphics
813,-18.102148,-2.1706457,sci.space
814,16.72697,-18.857338,sci.space
815,-25.743837,6.588212,alt.atheism
816,13.08434,-40.94723,sci.space
817,-24.197044,-3.9387913,talk.religion.misc
818,12.221511,-11.047674,sci.space
819,14.344074,-54.903656,sci.space
820,-61.99652,-7.932628,alt.atheism
821,16.44546,23.742508,comp.graphics
822,18.480015,-3.6745083,sci.space
823,-19.952154,10.752232,talk.religion.misc
824,13.515405,-39.07242,sci.space
825,39.514305,15.790903,comp.graphics
826,-50.433357,-11.1882715,talk.religion.misc
827,14.637096,24.943163,comp.graphics
828,-49.167915,-4.816624,talk.religion.misc
829,4.838411,-46.68912,sci.space
830,13.633291,-9.422144,sci.space
831,16.982779,-45.716,sci.space
832,6.9744625,-48.916367,sci.space
833,18.955479,-46.940434,sci.space
834,17.983253,-44.671337,sci.space
835,-12.202298,2.4644754,alt.atheism
836,-1.4882748,-15.141015,sci.space
837,0.8019499,-11.921611,comp.graphics
838,-35.943302,10.75597,alt.atheism
839,64.76151,8.072173,sci.space
840,2.006274,-47.938282,sci.space
841,42.803013,0.89781016,comp.graphics
842,7.652038,-37.478645,sci.space
843,-25.029198,-15.869056,alt.atheism
844,-44.64417,-17.911345,alt.atheism
845,-33.72444,14.204761,talk.religion.misc
846,40.762447,26.76827,comp.graphics
847,-46.87286,31.323057,alt.atheism
848,55.18147,2.883531,comp.graphics
849,12.961838,-37.799046,sci.space
850,-41.55367,11.328732,alt.atheism
851,-48.23736,-17.459276,alt.atheism
852,21.974651,-40.320354,sci.space
853,-20.852161,24.811695,alt.atheism
854,12.9225645,-22.273897,sci.space
855,23.94841,8.795212,sci.space
856,17.812645,8.777672,talk.religion.misc
857,7.857327,21.662144,comp.graphics
858,10.903413,0.9138198,sci.space
859,-23.763758,-8.233376,talk.religion.misc
860,58.391285,15.404216,comp.graphics
861,9.860023,-32.945248,sci.space
862,-1.3325825,-3.3931477,alt.atheism
863,-32.98168,24.502907,alt.atheism
864,20.933928,29.141705,comp.graphics
865,-36.576794,-21.344873,talk.religion.misc
866,-19.396389,35.09399,alt.atheism
867,56.487637,16.655394,comp.graphics
868,35.67248,5.8942018,comp.graphics
869,5.248949,-45.899025,sci.space
870,9.600846,-20.091852,sci.space
871,5.584195,-15.97915,sci.space
872,60.25005,18.464365,comp.graphics
873,25.750566,-28.933643,sci.space
874,57.572662,3.0870037,comp.graphics
875,-47.88773,-6.0531707,talk.religion.misc
876,19.602077,20.325205,comp.graphics
877,-23.386978,0.49517304,talk.religion.misc
878,11.012896,-11.474961,sci.space
879,4.0736494,23.385311,comp.graphics
880,39.181873,12.015793,comp.graphics
881,47.77392,11.524205,comp.graphics
882,-32.47148,-0.18481663,alt.atheism
883,17.294544,27.79852,comp.graphics
884,-1.3563727,-3.3901448,comp.graphics
885,-35.517845,-0.22030215,alt.atheism
886,-41.90531,4.9482107,alt.atheism
887,14.626168,-58.68213,sci.space
888,-60.35267,-9.918618,talk.religion.misc
889,-46.131912,28.181616,alt.atheism
890,-41.29915,13.1735735,alt.atheism
891,40.472466,21.267029,comp.graphics
892,12.8802595,24.198755,comp.graphics
893,30.17932,-30.205683,sci.space
894,-45.393837,31.070465,alt.atheism
895,14.298784,-47.57729,sci.space
896,14.14799,-9.611296,sci.space
897,27.98557,33.296127,comp.graphics
898,18.382051,23.59603,sci.space
899,-42.13046,3.127954,alt.atheism
900,14.45372,-55.56462,sci.space
901,4.4762793,2.303721,sci.space
902,44.950737,25.103441,comp.graphics
903,-19.375473,-1.8066252,talk.religion.misc
904,-14.640294,4.760532,talk.religion.misc
905,16.59099,-3.3774855,sci.space
906,-58.65975,-17.640587,talk.religion.misc
907,-42.313564,-6.4219356,talk.religion.misc
908,-0.7811781,-15.918405,talk.religion.misc
909,-22.26182,28.311745,alt.atheism
910,32.164936,19.226042,comp.graphics
911,21.274076,21.908125,comp.graphics
912,45.677113,4.986373,comp.graphics
913,-18.582935,-6.435996,alt.atheism
914,-25.346819,-9.753844,talk.religion.misc
915,-42.618153,35.482315,alt.atheism
916,-2.179615,-39.225838,sci.space
917,-22.428812,27.666536,alt.atheism
918,30.898127,31.416428,comp.graphics
919,-46.91267,25.955624,alt.atheism
920,-3.17176,4.1275,alt.atheism
921,-36.892387,25.392147,alt.atheism
922,17.011635,-22.675364,sci.space
923,-47.510765,-16.083023,talk.religion.misc
924,15.420078,-11.822894,sci.space
925,20.883926,-47.295242,sci.space
926,-24.222425,-0.7659637,talk.religion.misc
927,31.586363,31.98128,comp.graphics
928,29.189089,32.540176,comp.graphics
929,45.97044,-2.9367645,comp.graphics
930,-40.462845,-24.423817,talk.religion.misc
931,-22.157196,-16.106802,talk.religion.misc
932,6.727722,17.833149,comp.graphics
933,-41.881756,33.86584,alt.atheism
934,28.565414,20.028933,comp.graphics
935,-12.965862,-8.246464,talk.religion.misc
936,22.909542,-33.448,sci.space
937,-32.891365,24.748411,alt.atheism
938,-33.210934,20.313107,alt.atheism
939,-44.967026,28.353762,alt.atheism
940,-51.398052,9.204716,alt.atheism
941,18.120817,-49.79079,sci.space
942,39.51705,19.568668,comp.graphics
943,-45.396797,1.9298111,alt.atheism
944,23.199295,10.650124,comp.graphics
945,32.250446,-26.14505,sci.space
946,6.94653,-3.6265576,sci.space
947,9.147922,-43.713173,sci.space
948,41.301506,30.814783,comp.graphics
949,18.231327,19.784458,comp.graphics
950,8.863008,-14.320432,sci.space
951,-29.431181,15.6208105,alt.atheism
952,-32.775036,-2.762964,talk.religion.misc
953,8.782623,-46.68437,sci.space
954,-49.555702,-3.6635163,talk.religion.misc
955,-41.704075,-2.8374288,talk.religion.misc
956,64.19923,13.27059,comp.graphics
957,-34.201855,15.033184,alt.atheism
958,13.978246,-26.620136,sci.space
959,-46.2412,39.16865,alt.atheism
960,17.319511,-12.091683,sci.space
961,11.639107,27.544506,comp.graphics
962,-50.91896,0.08654334,alt.atheism
963,4.999883,-29.906809,sci.space
964,-43.71034,-19.147738,alt.atheism
965,-17.071714,35.238373,alt.atheism
966,1.9999517,-50.41845,sci.space
967,-42.593258,-25.624928,talk.religion.misc
968,51.080082,21.39257,comp.graphics
969,-22.70689,1.6378529,comp.graphics
970,22.515608,-33.14936,sci.space
971,6.1569366,-19.49658,sci.space
972,11.821315,-0.0974817,sci.space
973,-61.620922,-8.719981,alt.atheism
974,53.276783,7.490057,comp.graphics
975,-20.055103,-9.850931,talk.religion.misc
976,2.1458838,-11.507676,alt.atheism
977,24.517822,3.2041814,sci.space
978,16.474607,-57.188847,sci.space
979,-13.5131855,-5.1528077,alt.atheism
980,14.643471,-16.098064,sci.space
981,-61.519577,-13.515528,talk.religion.misc
982,53.62136,7.1802797,comp.graphics
983,62.55696,10.940343,comp.graphics
984,48.154377,18.273453,comp.graphics
985,-24.567839,10.0929785,alt.atheism
986,62.11011,12.8477125,comp.graphics
987,-63.5537,-7.8196096,alt.atheism
988,-37.23317,15.372265,talk.religion.misc
989,44.007847,28.738804,comp.graphics
990,22.936848,-27.878254,sci.space
991,19.842361,10.001336,comp.graphics
992,56.234913,10.217321,comp.graphics
993,-23.200186,-1.3063028,alt.atheism
994,35.866764,6.3333144,comp.graphics
995,-22.75105,27.930168,alt.atheism
996,59.62132,16.90032,comp.graphics
997,-46.457577,27.572046,alt.atheism
998,52.401802,8.064954,comp.graphics
999,-33.868916,17.826015,alt.atheism
1000,31.639576,6.49027,comp.graphics
1001,65.68394,13.046977,comp.graphics
1002,-56.622997,-9.381238,alt.atheism
1003,21.321198,-5.4858303,sci.space
1004,3.8127048,-0.61313385,sci.space
1005,-15.355509,-6.3895373,talk.religion.misc
1006,19.092478,28.663382,comp.graphics
1007,-35.029716,-21.704838,talk.religion.misc
1008,-10.47993,-7.6366124,alt.atheism
1009,-59.170364,-14.487225,talk.religion.misc
1010,-19.914938,-8.408216,talk.religion.misc
1011,15.835807,27.486311,comp.graphics
1012,-62.504276,-14.003594,talk.religion.misc
1013,64.48191,15.32722,comp.graphics
1014,-43.491272,-10.397487,talk.religion.misc
1015,6.0292897,-41.563366,sci.space
1016,-41.247128,-16.972408,talk.religion.misc
1017,-39.838924,-3.066545,talk.religion.misc
1018,37.667248,27.678692,comp.graphics
1019,11.015769,-12.225275,sci.space
1020,28.436539,19.07113,comp.graphics
1021,-41.359806,-16.367367,talk.religion.misc
1022,18.01023,-0.3826349,comp.graphics
1023,18.873251,15.604182,comp.graphics
1024,2.518757,-1.4171032,sci.space
1025,-58.630096,-15.594672,talk.religion.misc
1026,-62.941395,-11.456185,alt.atheism
1027,53.596657,1.4864659,comp.graphics
1028,62.08721,17.242329,comp.graphics
1029,8.767916,23.615559,comp.graphics
1030,-24.737577,15.271787,alt.atheism
1031,-55.581314,-5.8819227,alt.atheism
1032,-48.062683,-19.27839,alt.atheism
1033,17.080547,-46.959393,sci.space
1034,-48.048954,-4.8779764,talk.religion.misc
1035,22.889605,21.964949,comp.graphics
1036,59.444935,14.025566,comp.graphics
1037,12.818034,23.214447,comp.graphics
1038,40.842316,30.693085,comp.graphics
1039,-61.061256,-7.7248034,alt.atheism
1040,-41.51406,-24.182886,talk.religion.misc
1041,-60.757446,-2.938048,alt.atheism
1042,-64.75383,-8.747279,alt.atheism
1043,24.400858,27.354132,comp.graphics
1044,2.8386023,-4.5106454,sci.space
1045,11.99772,-0.71149135,sci.space
1046,-53.390545,-3.1485646,alt.atheism
1047,9.369991,-19.421947,sci.space
1048,36.362423,20.043892,comp.graphics
1049,12.22908,-56.342133,sci.space
1050,-57.952797,-6.1374197,alt.atheism
1051,5.897564,3.6791184,comp.graphics
1052,-41.182274,15.729405,alt.atheism
1053,13.874691,-54.248398,sci.space
1054,37.806255,25.224037,comp.graphics
1055,28.847836,28.256989,comp.graphics
1056,-47.110176,-19.686743,alt.atheism
1057,-53.789192,-4.145073,alt.atheism
1058,0.11328938,5.6996646,sci.space
1059,-33.262516,20.107151,alt.atheism
1060,2.9162438,7.1817355,alt.atheism
1061,33.387054,23.807137,comp.graphics
1062,-45.61568,40.46249,alt.atheism
1063,39.73623,5.44451,sci.space
1064,40.637684,3.7150917,comp.graphics
1065,-41.065826,25.94344,alt.atheism
1066,-24.916887,8.032419,alt.atheism
1067,-58.887413,-11.073815,talk.religion.misc
1068,-26.313559,-1.1809957,talk.religion.misc
1069,18.323814,-4.694843,sci.space
1070,13.550246,18.532873,comp.graphics
1071,15.583387,-36.84624,sci.space
1072,8.158117,-8.796316,sci.space
1073,-45.75096,-3.9253232,alt.atheism
1074,-43.031605,17.666384,alt.atheism
1075,60.443497,17.269468,comp.graphics
1076,-18.714762,-9.547965,talk.religion.misc
1077,-33.474327,-8.186353,talk.religion.misc
1078,-60.92369,-6.5594754,alt.atheism
1079,-37.489063,17.668715,alt.atheism
1080,45.986008,25.42698,comp.graphics
1081,-20.111979,7.989161,talk.religion.misc
1082,-41.606106,-19.652584,talk.religion.misc
1083,21.965633,12.540874,comp.graphics
1084,-17.458637,-9.940866,talk.religion.misc
1085,3.4490504,-48.743004,sci.space
1086,14.687534,-29.144054,sci.space
1087,4.552422,-36.52947,sci.space
1088,4.571019,-7.2688494,sci.space
1089,40.809433,24.84599,comp.graphics
1090,14.361083,-54.620983,sci.space
1091,-7.1416917,-37.59959,comp.graphics
1092,12.6479225,-44.45896,sci.space
1093,-34.359283,21.408543,talk.religion.misc
1094,13.906069,-14.830741,sci.space
1095,5.137183,23.55822,comp.graphics
1096,-37.26825,5.2168,alt.atheism
1097,-62.15426,-12.550391,alt.atheism
1098,23.246946,11.359113,comp.graphics
1099,16.967257,-54.8639,sci.space
1100,17.188082,-31.285734,sci.space
1101,-47.81062,4.078345,alt.atheism
1102,-1.7171791,5.0300064,talk.religion.misc
1103,-45.64388,-7.0283003,talk.religion.misc
1104,-29.762568,9.361637,alt.atheism
1105,-0.16805173,-46.035923,sci.space
1106,-21.832731,28.870213,alt.atheism
1107,-24.444273,-16.08036,alt.atheism
1108,10.488308,23.70194,comp.graphics
1109,-35.577713,23.466139,alt.atheism
1110,15.714772,-3.4613776,sci.space
1111,26.072271,23.171982,sci.space
1112,24.92151,-15.290644,sci.space
1113,6.1418676,7.636244,comp.graphics
1114,-32.41777,-9.055806,talk.religion.misc
1115,-20.526773,11.751292,talk.religion.misc
1116,10.140434,-30.549978,sci.space
1117,19.91882,-23.597734,sci.space
1118,13.238283,-27.045565,sci.space
1119,-43.418427,37.59914,alt.atheism
1120,-10.204093,2.3445387,alt.atheism
1121,42.65908,13.818455,comp.graphics
1122,42.964783,14.240153,comp.graphics
1123,-14.82105,-9.677833,talk.religion.misc
1124,-0.6031841,4.8905644,talk.religion.misc
1125,14.682542,-27.311375,sci.space
1126,-5.675597,-39.255962,comp.graphics
1127,3.643827,-14.960224,sci.space
1128,11.185891,-44.017895,sci.space
1129,-18.57104,36.81041,alt.atheism
1130,55.209995,4.1574984,comp.graphics
1131,20.657278,26.003443,comp.graphics
1132,-56.519592,-6.8253574,alt.atheism
1133,13.395881,-1.0123296,sci.space
1134,-37.96386,-16.727919,talk.religion.misc
1135,47.11489,0.68413043,comp.graphics
1136,15.325847,-34.785557,sci.space
1137,19.08353,-42.286755,sci.space
1138,5.879874,22.927319,comp.graphics
1139,59.580177,19.494164,comp.graphics
1140,-47.275143,40.486427,alt.atheism
1141,-0.36412257,-5.9114,sci.space
1142,2.285919,-16.89994,sci.space
1143,-41.68103,12.111387,alt.atheism
1144,16.597425,-56.907616,sci.space
1145,22.040829,17.019352,comp.graphics
1146,49.13874,27.19117,comp.graphics
1147,25.566849,7.7690506,comp.graphics
1148,22.945028,-31.486275,sci.space
1149,6.596317,20.699646,comp.graphics
1150,-28.858906,9.72769,alt.atheism
1151,-17.409136,34.624218,alt.atheism
1152,23.548904,-20.194893,sci.space
1153,-27.170364,14.03422,talk.religion.misc
1154,-51.36056,-4.548295,talk.religion.misc
1155,3.8646812,-28.190298,sci.space
1156,-40.983524,8.61422,alt.atheism
1157,21.332802,-25.610813,sci.space
1158,5.604868,-44.90763,sci.space
1159,40.13783,-0.11325176,comp.graphics
1160,15.239697,-16.149538,sci.space
1161,-41.584103,-3.6861193,talk.religion.misc
1162,51.754135,1.2336687,comp.graphics
1163,-59.688107,-12.056104,talk.religion.misc
1164,7.5987687,24.433628,comp.graphics
1165,7.020679,5.075929,sci.space
1166,19.570375,-27.039234,sci.space
1167,8.003616,-20.018959,sci.space
1168,-42.529003,-3.3400397,talk.religion.misc
1169,15.090112,-53.697903,sci.space
1170,-25.24517,-15.547844,alt.atheism
1171,51.119286,16.462671,comp.graphics
1172,20.9928,15.449168,comp.graphics
1173,2.4819622,0.32633007,sci.space
1174,0.5553558,-12.74201,sci.space
1175,29.098036,14.584277,comp.graphics
1176,-40.758636,16.013445,alt.atheism
1177,34.17364,27.186996,comp.graphics
1178,40.906914,0.29361963,comp.graphics
1179,-38.287434,-20.93083,talk.religion.misc
1180,-47.984104,-6.573388,alt.atheism
1181,5.892388,-33.183167,sci.space
1182,-47.43516,27.570946,alt.atheism
1183,-35.052376,1.3971134,alt.atheism
1184,14.099308,-27.71035,sci.space
1185,-36.207672,24.691591,alt.atheism
1186,6.626122,-36.276134,sci.space
1187,2.655341,-43.413162,sci.space
1188,24.398815,14.701972,comp.graphics
1189,-40.71764,-23.515272,talk.religion.misc
1190,14.82706,-15.124371,sci.space
1191,-41.679985,-7.4275723,talk.religion.misc
1192,-39.28137,38.74729,alt.atheism
1193,2.4561265,-17.157997,talk.religion.misc
1194,-46.37539,-17.398285,alt.atheism
1195,23.251009,27.230442,comp.graphics
1196,-16.987696,-9.600118,talk.religion.misc
1197,-39.230587,38.434082,alt.atheism
1198,12.159544,-1.6108762,sci.space
1199,45.8049,16.896286,comp.graphics
1200,50.623074,8.171916,comp.graphics
1201,-55.309174,-1.7414418,alt.atheism
1202,3.2486129,-0.8567776,sci.space
1203,-1.6724936,-39.41586,sci.space
1204,18.85341,-40.1472,sci.space
1205,-11.6476145,-4.9390397,talk.religion.misc
1206,-1.0513037,-41.94878,sci.space
1207,-53.14487,-13.026355,alt.atheism
1208,-58.69809,-18.961226,talk.religion.misc
1209,38.007736,25.162165,comp.graphics
1210,26.76611,28.561905,comp.graphics
1211,-0.5318348,-43.060104,sci.space
1212,-25.123056,-11.846129,alt.atheism
1213,-38.380177,19.167553,alt.atheism
1214,-50.889057,-8.57924,talk.religion.misc
1215,22.813978,-34.56592,sci.space
1216,-33.79333,-21.06787,talk.religion.misc
1217,37.43336,23.063488,comp.graphics
1218,42.465176,0.10070612,comp.graphics
1219,-31.643206,-3.089129,talk.religion.misc
1220,-47.38242,-6.8001056,alt.atheism
1221,12.202081,-40.627472,sci.space
1222,49.89998,9.9306345,comp.graphics
1223,20.169199,-39.785618,sci.space
1224,23.49303,16.155746,comp.graphics
1225,14.475432,-28.297852,sci.space
1226,-39.9233,-17.247044,talk.religion.misc
1227,38.926136,15.555654,comp.graphics
1228,7.938113,-9.465268,sci.space
1229,-42.005295,17.257563,alt.atheism
1230,-35.992542,10.957866,alt.atheism
1231,25.657497,29.482294,comp.graphics
1232,11.522282,22.961185,comp.graphics
1233,23.72014,-12.7507715,sci.space
1234,0.360807,-41.789997,sci.space
1235,40.235886,31.437668,comp.graphics
1236,-0.81238115,-5.1647415,sci.space
1237,24.123434,-19.836319,sci.space
1238,45.043697,24.05648,comp.graphics
1239,25.370955,21.844599,comp.graphics
1240,15.330711,-24.725624,sci.space
1241,-52.815887,-3.423685,alt.atheism
1242,4.198342,-29.952036,sci.space
1243,23.363026,2.1935625,sci.space
1244,34.915237,13.5248785,sci.space
1245,-38.99448,34.28307,alt.atheism
1246,-27.583225,15.732024,talk.religion.misc
1247,64.91008,14.782781,comp.graphics
1248,-21.037292,26.34112,alt.atheism
1249,20.87245,-46.215668,sci.space
1250,49.667103,0.3547098,comp.graphics
1251,32.543537,24.256798,comp.graphics
1252,16.477663,29.059397,comp.graphics
1253,12.7466545,-21.418257,sci.space
1254,27.343262,4.804089,sci.space
1255,45.172836,24.145756,comp.graphics
1256,-21.060968,-13.785117,talk.religion.misc
1257,-44.65733,27.223398,alt.atheism
1258,49.096584,9.688123,comp.graphics
1259,-36.833363,8.961676,alt.atheism
1260,36.499462,29.713202,comp.graphics
1261,-2.612554,-15.001396,alt.atheism
1262,46.46708,27.449781,comp.graphics
1263,13.224684,-52.26471,sci.space
1264,-10.811289,-8.051286,alt.atheism
1265,35.704037,32.89842,comp.graphics
1266,41.923565,19.018482,comp.graphics
1267,-19.134476,-5.782302,alt.atheism
1268,20.64476,21.084133,sci.space
1269,46.138596,13.487458,comp.graphics
1270,-44.622295,4.0401497,alt.atheism
1271,11.728086,-1.0640507,sci.space
1272,-42.220142,19.702835,alt.atheism
1273,24.465382,-33.723793,sci.space
1274,-17.489223,35.85641,alt.atheism
1275,-44.95982,17.193417,alt.atheism
1276,51.080204,7.4389343,comp.graphics
1277,33.13651,5.5119724,comp.graphics
1278,7.3234277,22.088835,comp.graphics
1279,46.730095,17.290594,comp.graphics
1280,-60.95584,-14.416618,talk.religion.misc
1281,22.432724,10.1828575,comp.graphics
1282,-59.2701,-9.048279,talk.religion.misc
1283,5.160368,-2.70737,sci.space
1284,-45.950386,-17.19031,alt.atheism
1285,-21.646877,-14.831767,talk.religion.misc
1286,3.8813543,0.76317126,sci.space
1287,5.807909,-37.37915,sci.space
1288,-37.826813,13.319127,alt.atheism
1289,39.255886,7.7343473,comp.graphics
1290,31.986563,30.225697,comp.graphics
1291,-46.704075,-4.7176085,alt.atheism
1292,32.09502,33.075382,comp.graphics
1293,-28.627365,6.125111,alt.atheism
1294,-44.00297,25.372646,alt.atheism
1295,-8.863402,-4.300941,talk.religion.misc
1296,21.184013,27.842295,comp.graphics
1297,6.293526,-18.563578,sci.space
1298,28.80102,16.646128,comp.graphics
1299,13.141694,-53.47757,sci.space
1300,-20.75093,-8.869363,talk.religion.misc
1301,13.16963,-24.995163,sci.space
1302,21.277906,24.01274,comp.graphics
1303,7.2595897,-17.713781,sci.space
1304,20.218771,10.674718,comp.graphics
1305,-32.74365,14.159827,talk.religion.misc
1306,-40.28047,31.422506,alt.atheism
1307,-31.312113,9.369256,alt.atheism
1308,6.934539,-19.417858,sci.space
1309,-25.255903,8.854973,alt.atheism
1310,49.21747,-0.611317,comp.graphics
1311,29.050865,21.9095,comp.graphics
1312,29.339922,30.022358,comp.graphics
1313,17.182035,12.339869,talk.religion.misc
1314,12.277763,23.632475,comp.graphics
1315,-43.66152,0.12684622,alt.atheism
1316,-1.0298222,-40.560043,sci.space
1317,58.070526,5.829481,comp.graphics
1318,-51.513325,3.9791136,alt.atheism
1319,19.197504,-37.3518,sci.space
1320,-39.2865,0.93516624,alt.atheism
1321,25.521448,-11.951927,sci.space
1322,56.968166,13.272091,comp.graphics
1323,10.203623,-44.144047,sci.space
1324,35.229343,19.875471,comp.graphics
1325,-54.08793,8.492987,alt.atheism
1326,-35.38701,1.1960933,alt.atheism
1327,-20.482046,-12.95632,talk.religion.misc
1328,13.81511,-48.62152,sci.space
1329,20.162766,-36.473183,sci.space
1330,-46.798542,40.87873,alt.atheism
1331,15.024381,-24.550682,sci.space
1332,47.358967,25.530807,comp.graphics
1333,37.26479,30.433393,comp.graphics
1334,18.738115,27.552816,comp.graphics
1335,-31.607702,8.25478,alt.atheism
1336,-33.74103,-5.95397,talk.religion.misc
1337,12.030446,-35.913074,sci.space
1338,47.746387,7.9684625,comp.graphics
1339,-4.206781,5.094637,alt.atheism
1340,-47.752163,-1.7518175,talk.religion.misc
1341,-46.470592,30.83269,alt.atheism
1342,3.36494,-49.22511,sci.space
1343,-24.204275,-5.7568073,talk.religion.misc
1344,-30.347609,-0.6415373,alt.atheism
1345,-45.382027,41.193413,alt.atheism
1346,-30.204128,-5.508667,talk.religion.misc
1347,-20.820255,9.104148,talk.religion.misc
1348,38.82355,30.750938,comp.graphics
1349,5.6340938,-15.074635,sci.space
1350,40.36033,16.85443,comp.graphics
1351,4.5766087,-18.16162,sci.space
1352,-11.360572,4.326565,talk.religion.misc
1353,19.615873,18.797693,comp.graphics
1354,28.843744,31.58509,comp.graphics
1355,-43.301147,-0.24795586,alt.atheism
1356,-59.21351,-15.476605,talk.religion.misc
1357,-49.538086,-3.1380918,alt.atheism
1358,-2.1253023,-42.584286,sci.space
1359,23.20643,-11.3236265,comp.graphics
1360,-31.221878,11.416009,alt.atheism
1361,55.00129,14.028535,comp.graphics
1362,28.300566,31.104689,comp.graphics
1363,20.536112,-39.801006,sci.space
1364,-7.057649,7.362529,talk.religion.misc
1365,8.417055,-6.264043,sci.space
1366,-0.5150636,-12.952554,sci.space
1367,56.51893,7.795027,comp.graphics
1368,48.965263,1.3087063,comp.graphics
1369,28.165731,20.778126,comp.graphics
1370,-2.100593,4.9374557,talk.religion.misc
1371,-47.13489,41.520973,alt.atheism
1372,10.384978,25.07204,comp.graphics
1373,25.699537,30.868158,comp.graphics
1374,-39.98719,-24.636374,talk.religion.misc
1375,17.153305,17.330992,comp.graphics
1376,-1.5466735,3.704316,talk.religion.misc
1377,16.896383,-3.8941507,sci.space
1378,2.5695107,-49.88883,sci.space
